id,Class,Order,Family,Genus,Species,Common Name,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,year,pop,DP01,DP10,DP1X,EMXP,PRCP,Station_ID,stdscale,mmscale,yeardiff,stddiff,mmdiff,lastpop
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,400.0,117.0,91.0,16.0,97.8,1484.7,GHCND:USC00380074,-0.11424970444304056,0.29940119760479045,1.0,0.21517881554294632,0.05988023952095811,0.23952095808383234
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1995,350.0,112.0,82.0,26.0,104.1,1707.5,GHCND:USC00380074,-0.248736464157382,0.26197604790419166,1.0,-0.13448675971434143,-0.03742514970059879,0.29940119760479045
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1996,815.0,102.0,78.0,17.0,78.7,1287.8,GHCND:USC00380074,1.0019904011859935,0.6100299401197605,1.0,1.2507268653433754,0.34805389221556887,0.26197604790419166
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1999,602.0,82.0,69.0,12.0,86.4,1116.3,GHCND:USC00380074,0.4290768048028989,0.4505988023952096,1.0,-1.2910728932576778,-0.3592814371257485,0.8098802395209581
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,2000,531.0,93.0,61.0,13.0,91.4,1028.6,GHCND:USC00380074,0.23810560600853403,0.3974550898203593,1.0,-0.19097119879436486,-0.05314371257485029,0.4505988023952096
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,2001,1336.0,82.0,64.0,12.0,55.9,895.7,GHCND:USC00380074,2.403342437409431,1.0,1.0,2.165236831400897,0.6025449101796407,0.3974550898203593
910,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,2002,1096.0,90.0,76.0,16.0,63.5,1106.9,GHCND:USC00380074,1.7578059907805923,0.8203592814371258,1.0,-0.6455364466288389,-0.17964071856287422,1.0
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1984,1100.0,97.0,81.0,22.0,86.9,1566.6,GHCND:USC00380074,0.7272329983335363,0.40594059405940597,1.0,0.5956857324233744,0.15841584158415842,0.24752475247524755
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1985,300.0,93.8009950248756,79.74626865671638,17.358208955223876,84.15870646766173,1383.5582089552254,GHCND:USC00380074,-0.46413846651321244,0.08910891089108912,1.0,-1.1913714648467488,-0.31683168316831684,0.40594059405940597
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1986,2600.0,79.0,76.0,13.0,87.6,1196.3,GHCND:USC00380074,2.96105449492119,1.0,1.0,3.4251929614344023,0.9108910891089109,0.08910891089108912
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1987,900.0,75.0,71.0,19.0,82.6,1379.5,GHCND:USC00380074,0.42939013212184907,0.32673267326732675,1.0,-2.531664362799341,-0.6732673267326732,1.0
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1988,100.0,74.0,68.0,15.0,71.1,1109.9,GHCND:USC00380074,-0.7619813327248997,0.0099009900990099,1.0,-1.1913714648467488,-0.31683168316831684,0.32673267326732675
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1989,200.0,98.0,82.0,18.0,57.2,1328.2,GHCND:USC00380074,-0.613059899619056,0.04950495049504951,1.0,0.1489214331058436,0.03960396039603961,0.0099009900990099
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1990,700.0,76.0,68.0,14.0,101.6,1166.2,GHCND:USC00380074,0.1315472659101619,0.24752475247524755,1.0,0.7446071655292179,0.19801980198019803,0.04950495049504951
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1991,200.0,93.0,81.0,19.0,85.1,1416.4,GHCND:USC00380074,-0.613059899619056,0.04950495049504951,1.0,-0.7446071655292179,-0.19801980198019803,0.24752475247524755
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1992,300.0,115.0,99.0,15.0,91.4,1619.7,GHCND:USC00380074,-0.46413846651321244,0.08910891089108912,1.0,0.1489214331058436,0.03960396039603961,0.04950495049504951
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1993,1500.0,86.0,74.0,15.0,91.9,1436.2,GHCND:USC00380074,1.3229187307569106,0.5643564356435644,1.0,1.787057197270123,0.4752475247524753,0.08910891089108912
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,200.0,117.0,91.0,16.0,97.8,1484.7,GHCND:USC00380074,-0.613059899619056,0.04950495049504951,1.0,-1.9359786303759665,-0.5148514851485149,0.5643564356435644
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1995,75.0,112.0,82.0,26.0,104.1,1707.5,GHCND:USC00380074,-0.7992116910013606,0.0,1.0,-0.18615179138230453,-0.04950495049504951,0.04950495049504951
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1983,467.0,119.39999999999999,36.4,0.39999999999999997,23.78,315.04,GHCND:USW00093009,1.4534881667659891,0.9576547231270358,1.0,-0.11031478163111341,-0.04234527687296419,1.0
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1984,261.0,104.0,38.0,0.0,21.6,324.3,GHCND:USW00093009,-0.29457683446550076,0.28664495114006516,1.0,-1.74806500123149,-0.6710097719869706,0.9576547231270358
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1985,280.0,122.0,43.0,0.0,18.8,355.3,GHCND:USW00093009,-0.13334753823541193,0.34853420195439744,1.0,0.16122929623008883,0.061889250814332275,0.28664495114006516
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1986,185.0,123.0,39.0,2.0,43.2,368.4,GHCND:USW00093009,-0.9394940193858563,0.039087947882736174,1.0,-0.8061464811504444,-0.30944625407166126,0.34853420195439744
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1987,224.0,124.0,33.0,0.0,20.3,281.4,GHCND:USW00093009,-0.608549674492516,0.16612377850162863,1.0,0.33094434489334035,0.12703583061889245,0.039087947882736174
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1988,173.0,124.0,29.0,0.0,15.0,245.8,GHCND:USW00093009,-1.0413230485838072,0.0,1.0,-0.43277337409129124,-0.16612377850162863,0.16612377850162863
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1984,120.0,97.0,81.0,22.0,86.9,1566.6,GHCND:USC00380074,-0.6421572125516488,0.2,1.0,0.5244283902505131,0.17500000000000002,0.025
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1985,30.0,93.8009950248756,79.74626865671638,17.358208955223876,84.15870646766173,1383.5582089552254,GHCND:USC00380074,-1.091667261337803,0.05,1.0,-0.4495100487861541,-0.15000000000000002,0.2
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1986,430.0,79.0,76.0,13.0,87.6,1196.3,GHCND:USC00380074,0.9061551777117709,0.7166666666666667,1.0,1.9978224390495738,0.6666666666666666,0.05
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1987,400.0,75.0,71.0,19.0,82.6,1379.5,GHCND:USC00380074,0.7563184947830529,0.6666666666666667,1.0,-0.149836682928718,-0.04999999999999993,0.7166666666666667
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1988,310.0,74.0,68.0,15.0,71.1,1109.9,GHCND:USC00380074,0.30680844599689877,0.5166666666666667,1.0,-0.44951004878615414,-0.15000000000000002,0.6666666666666667
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1989,450.0,98.0,82.0,18.0,57.2,1328.2,GHCND:USC00380074,1.0060462996642496,0.75,1.0,0.6992378536673509,0.23333333333333328,0.5166666666666667
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1990,600.0,76.0,68.0,14.0,101.6,1166.2,GHCND:USC00380074,1.75522971430784,1.0,1.0,0.7491834146435903,0.25,0.75
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1991,380.0,93.0,81.0,19.0,85.1,1416.4,GHCND:USC00380074,0.6564273728305742,0.6333333333333334,1.0,-1.0988023414772656,-0.3666666666666666,1.0
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1992,20.0,115.0,99.0,15.0,91.4,1619.7,GHCND:USC00380074,-1.1416128223140423,0.03333333333333333,1.0,-1.7980401951446163,-0.6000000000000001,0.6333333333333334
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1993,320.0,86.0,74.0,15.0,91.9,1436.2,GHCND:USC00380074,0.35675400697313814,0.5333333333333333,1.0,1.4983668292871803,0.5,0.03333333333333333
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,400.0,117.0,91.0,16.0,97.8,1484.7,GHCND:USC00380074,0.7563184947830529,0.6666666666666667,1.0,0.39956448780991477,0.13333333333333341,0.5333333333333333
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1991,2.0,177.0,128.0,33.0,108.2,2597.4,GHCND:USC00314055,-0.30849761918318824,0.021052631578947368,1.0,0.0,0.0,0.021052631578947368
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1992,0.0,164.0,110.0,39.0,129.3,2699.5,GHCND:USC00314055,-0.38307946118351943,0.0,1.0,-0.07458184200033119,-0.021052631578947368,0.021052631578947368
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1993,1.0,153.0,94.0,22.0,101.9,1811.1,GHCND:USC00314055,-0.34578854018335387,0.010526315789473684,1.0,0.03729092100016557,0.010526315789473684,0.0
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1994,1.0,176.0,129.0,34.0,119.1,2569.3,GHCND:USC00314055,-0.34578854018335387,0.010526315789473684,1.0,0.0,0.0,0.010526315789473684
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1995,0.0,179.0,111.0,30.0,169.2,2482.6,GHCND:USC00314055,-0.38307946118351943,0.0,1.0,-0.03729092100016557,-0.010526315789473684,0.010526315789473684
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1996,3.0,189.0,117.0,29.0,152.1,2475.5,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.11187276300049681,0.031578947368421054,0.0
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1997,3.0,172.0,101.0,24.0,123.2,2203.9,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.0,0.0,0.031578947368421054
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1998,3.0,197.0,90.0,28.0,180.8,2321.4,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.0,0.0,0.031578947368421054
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1999,3.0,166.0,97.0,24.0,101.6,2073.9,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.0,0.0,0.031578947368421054
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1984,40.0,97.0,81.0,22.0,86.9,1566.6,GHCND:USC00380074,-0.17417400974773584,0.19354838709677422,1.0,-0.18473001033850767,-0.05376344086021506,0.24731182795698928
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1985,10.0,93.8009950248756,79.74626865671638,17.358208955223876,84.15870646766173,1383.5582089552254,GHCND:USC00380074,-0.7283640407632589,0.03225806451612904,1.0,-0.554190031015523,-0.16129032258064518,0.19354838709677422
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1986,8.0,79.0,76.0,13.0,87.6,1196.3,GHCND:USC00380074,-0.7653100428309604,0.021505376344086023,1.0,-0.03694600206770149,-0.010752688172043015,0.03225806451612904
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1987,80.0,75.0,71.0,19.0,82.6,1379.5,GHCND:USC00380074,0.5647460316062949,0.4086021505376345,1.0,1.3300560744372554,0.3870967741935485,0.021505376344086023
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1988,5.0,74.0,68.0,15.0,71.1,1109.9,GHCND:USC00380074,-0.8207290459325127,0.0053763440860215075,1.0,-1.3854750775388076,-0.403225806451613,0.4086021505376345
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1989,5.0,98.0,82.0,18.0,57.2,1328.2,GHCND:USC00380074,-0.8207290459325127,0.0053763440860215075,1.0,0.0,0.0,0.0053763440860215075
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1990,4.0,76.0,68.0,14.0,101.6,1166.2,GHCND:USC00380074,-0.8392020469663635,0.0,1.0,-0.018473001033850744,-0.0053763440860215075,0.0053763440860215075
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1991,190.0,93.0,81.0,19.0,85.1,1416.4,GHCND:USC00380074,2.596776145329879,1.0,1.0,3.4359781922962425,1.0,0.0
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1992,30.0,115.0,99.0,15.0,91.4,1619.7,GHCND:USC00380074,-0.3589040200862435,0.13978494623655915,1.0,-2.9556801654161227,-0.8602150537634409,1.0
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1993,120.0,86.0,74.0,15.0,91.9,1436.2,GHCND:USC00380074,1.3036660729603256,0.6236559139784947,1.0,1.662570093046569,0.4838709677419356,0.13978494623655915
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,30.0,117.0,91.0,16.0,97.8,1484.7,GHCND:USC00380074,-0.3589040200862435,0.13978494623655915,1.0,-1.662570093046569,-0.4838709677419356,0.6236559139784947
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1976,8.0,131.0,92.0,28.0,169.9,1972.5,GHCND:USC00312102,0.22056438662814232,0.3333333333333333,1.0,-0.29408584883752303,-0.06666666666666665,0.39999999999999997
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1977,7.0,144.0,96.0,22.0,107.4,1878.2,GHCND:USC00312102,-0.07352146220938077,0.26666666666666666,1.0,-0.2940858488375231,-0.06666666666666665,0.3333333333333333
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1978,7.0,114.0,88.0,16.0,58.4,1389.6,GHCND:USC00312102,-0.07352146220938077,0.26666666666666666,1.0,0.0,0.0,0.26666666666666666
