id,Class,Order,Family,Genus,Species,Common Name,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,year,pop,DP01,DP10,DP1X,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSN,EMXP,EMXT,PRCP,SNOW,TMAX,TMIN,Station_ID,stdscale,mmscale,yeardiff,stddiff,mmdiff,lastpop
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1989,200.0,98.0,82.0,18.0,0.0,0.0,58.0,1.0,245.0,87.0,-10.6,0.0,57.2,37.8,1328.2,0.0,24.9,10.6,GHCND:USC00380074,-0.613059899619056,0.04950495049504951,1.0,0.1489214331058436,0.03960396039603961,0.0099009900990099
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1990,700.0,76.0,68.0,14.0,0.0,0.0,38.0,0.0,281.0,113.0,-6.7,0.0,101.6,41.7,1166.2,0.0,26.9,11.1,GHCND:USC00380074,0.1315472659101619,0.24752475247524755,1.0,0.7446071655292179,0.19801980198019803,0.04950495049504951
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1991,200.0,93.0,81.0,19.0,0.0,0.0,52.0,0.0,256.0,84.0,-10.0,0.0,85.1,38.9,1416.4,0.0,25.6,11.1,GHCND:USC00380074,-0.613059899619056,0.04950495049504951,1.0,-0.7446071655292179,-0.19801980198019803,0.24752475247524755
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1992,300.0,115.0,99.0,15.0,1.0,0.0,62.0,0.0,230.0,75.0,-6.7,102.0,91.4,39.4,1619.7,102.0,24.6,10.3,GHCND:USC00380074,-0.46413846651321244,0.08910891089108912,1.0,0.1489214331058436,0.03960396039603961,0.04950495049504951
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1993,1500.0,86.0,74.0,15.0,0.0,0.0,56.0,0.0,239.0,110.0,-10.0,0.0,91.9,40.0,1436.2,0.0,25.3,10.2,GHCND:USC00380074,1.3229187307569106,0.5643564356435644,1.0,1.787057197270123,0.4752475247524753,0.08910891089108912
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,200.0,117.0,91.0,16.0,0.0,0.0,44.0,0.0,258.0,77.0,-11.7,0.0,97.8,37.8,1484.7,0.0,25.1,10.8,GHCND:USC00380074,-0.613059899619056,0.04950495049504951,1.0,-1.9359786303759665,-0.5148514851485149,0.5643564356435644
915,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1995,75.0,112.0,82.0,26.0,0.0,0.0,64.0,0.0,257.0,82.0,-12.8,0.0,104.1,38.3,1707.5,0.0,25.2,10.5,GHCND:USC00380074,-0.7992116910013606,0.0,1.0,-0.18615179138230453,-0.04950495049504951,0.04950495049504951
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1986,185.0,123.0,39.0,2.0,49.0,43.0,287.0,41.0,41.0,0.0,-31.7,274.0,43.2,26.1,368.4,4253.0,10.0,-6.6,GHCND:USW00093009,-0.9394940193858563,0.039087947882736174,1.0,-0.8061464811504444,-0.30944625407166126,0.34853420195439744
916,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,39.29657,-106.42057,True,Freshwater,Xeric freshwaters and endorheic basins,Nearctic,Yes,No,No,Number of Adults,Count of observed validated by comparative netting counts,No,1987,224.0,124.0,33.0,0.0,31.0,58.0,299.0,59.0,56.0,0.0,-28.9,183.0,20.3,27.8,281.4,2668.0,10.1,-7.3,GHCND:USW00093009,-0.608549674492516,0.16612377850162863,1.0,0.33094434489334035,0.12703583061889245,0.039087947882736174
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1988,310.0,74.0,68.0,15.0,0.0,0.0,82.0,1.0,254.0,93.0,-10.0,0.0,71.1,38.9,1109.9,0.0,25.1,8.8,GHCND:USC00380074,0.30680844599689877,0.5166666666666667,1.0,-0.44951004878615414,-0.15000000000000002,0.6666666666666667
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1989,450.0,98.0,82.0,18.0,0.0,0.0,58.0,1.0,245.0,87.0,-10.6,0.0,57.2,37.8,1328.2,0.0,24.9,10.6,GHCND:USC00380074,1.0060462996642496,0.75,1.0,0.6992378536673509,0.23333333333333328,0.5166666666666667
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1990,600.0,76.0,68.0,14.0,0.0,0.0,38.0,0.0,281.0,113.0,-6.7,0.0,101.6,41.7,1166.2,0.0,26.9,11.1,GHCND:USC00380074,1.75522971430784,1.0,1.0,0.7491834146435903,0.25,0.75
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1991,380.0,93.0,81.0,19.0,0.0,0.0,52.0,0.0,256.0,84.0,-10.0,0.0,85.1,38.9,1416.4,0.0,25.6,11.1,GHCND:USC00380074,0.6564273728305742,0.6333333333333334,1.0,-1.0988023414772656,-0.3666666666666666,1.0
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1992,20.0,115.0,99.0,15.0,1.0,0.0,62.0,0.0,230.0,75.0,-6.7,102.0,91.4,39.4,1619.7,102.0,24.6,10.3,GHCND:USC00380074,-1.1416128223140423,0.03333333333333333,1.0,-1.7980401951446163,-0.6000000000000001,0.6333333333333334
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1993,320.0,86.0,74.0,15.0,0.0,0.0,56.0,0.0,239.0,110.0,-10.0,0.0,91.9,40.0,1436.2,0.0,25.3,10.2,GHCND:USC00380074,0.35675400697313814,0.5333333333333333,1.0,1.4983668292871803,0.5,0.03333333333333333
918,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,400.0,117.0,91.0,16.0,0.0,0.0,44.0,0.0,258.0,77.0,-11.7,0.0,97.8,37.8,1484.7,0.0,25.1,10.8,GHCND:USC00380074,0.7563184947830529,0.6666666666666667,1.0,0.39956448780991477,0.13333333333333341,0.5333333333333333
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1991,2.0,177.0,128.0,33.0,3.0,1.0,109.0,8.0,119.0,0.0,-20.0,102.0,108.2,28.9,2597.4,248.0,15.9,5.3,GHCND:USC00314055,-0.30849761918318824,0.021052631578947368,1.0,0.0,0.0,0.021052631578947368
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1992,0.0,164.0,110.0,39.0,3.0,0.0,131.0,7.0,106.0,0.0,-16.7,64.0,129.3,29.4,2699.5,190.0,15.2,4.3,GHCND:USC00314055,-0.38307946118351943,0.0,1.0,-0.07458184200033119,-0.021052631578947368,0.021052631578947368
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1993,1.0,153.0,94.0,22.0,8.0,0.0,133.0,13.0,141.0,0.0,-15.0,254.0,101.9,31.1,1811.1,884.0,15.9,4.2,GHCND:USC00314055,-0.34578854018335387,0.010526315789473684,1.0,0.03729092100016557,0.010526315789473684,0.0
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1994,1.0,176.0,129.0,34.0,1.0,4.0,113.0,10.0,127.0,0.0,-21.7,102.0,119.1,27.2,2569.3,130.0,16.0,4.4,GHCND:USC00314055,-0.34578854018335387,0.010526315789473684,1.0,0.0,0.0,0.010526315789473684
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1995,0.0,179.0,111.0,30.0,4.0,1.0,123.0,21.0,122.0,0.0,-19.4,114.0,169.2,30.6,2482.6,267.0,15.6,4.2,GHCND:USC00314055,-0.38307946118351943,0.0,1.0,-0.03729092100016557,-0.010526315789473684,0.010526315789473684
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1996,3.0,189.0,117.0,29.0,9.0,3.0,134.0,19.0,127.0,0.0,-21.1,203.0,152.1,30.0,2475.5,733.0,15.2,3.8,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.11187276300049681,0.031578947368421054,0.0
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1997,3.0,172.0,101.0,24.0,6.0,0.0,130.0,13.0,114.0,0.0,-17.2,97.0,123.2,31.1,2203.9,392.0,15.6,3.8,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.0,0.0,0.031578947368421054
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1998,3.0,197.0,90.0,28.0,4.0,0.0,94.0,6.0,146.0,0.0,-16.7,97.0,180.8,31.7,2321.4,285.0,17.1,5.7,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.0,0.0,0.031578947368421054
919,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,North America,35.02833,-83.13361,True,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Minimum relative abundance of brooding females,Annual monitoring of rock crevices in July/August,No,1999,3.0,166.0,97.0,24.0,5.0,0.0,112.0,7.0,139.0,2.0,-17.2,122.0,101.6,32.2,2073.9,315.0,16.9,4.5,GHCND:USC00314055,-0.2712066981830226,0.031578947368421054,1.0,0.0,0.0,0.031578947368421054
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1988,5.0,74.0,68.0,15.0,0.0,0.0,82.0,1.0,254.0,93.0,-10.0,0.0,71.1,38.9,1109.9,0.0,25.1,8.8,GHCND:USC00380074,-0.8207290459325127,0.0053763440860215075,1.0,-1.3854750775388076,-0.403225806451613,0.4086021505376345
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1989,5.0,98.0,82.0,18.0,0.0,0.0,58.0,1.0,245.0,87.0,-10.6,0.0,57.2,37.8,1328.2,0.0,24.9,10.6,GHCND:USC00380074,-0.8207290459325127,0.0053763440860215075,1.0,0.0,0.0,0.0053763440860215075
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1990,4.0,76.0,68.0,14.0,0.0,0.0,38.0,0.0,281.0,113.0,-6.7,0.0,101.6,41.7,1166.2,0.0,26.9,11.1,GHCND:USC00380074,-0.8392020469663635,0.0,1.0,-0.018473001033850744,-0.0053763440860215075,0.0053763440860215075
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1991,190.0,93.0,81.0,19.0,0.0,0.0,52.0,0.0,256.0,84.0,-10.0,0.0,85.1,38.9,1416.4,0.0,25.6,11.1,GHCND:USC00380074,2.596776145329879,1.0,1.0,3.4359781922962425,1.0,0.0
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1992,30.0,115.0,99.0,15.0,1.0,0.0,62.0,0.0,230.0,75.0,-6.7,102.0,91.4,39.4,1619.7,102.0,24.6,10.3,GHCND:USC00380074,-0.3589040200862435,0.13978494623655915,1.0,-2.9556801654161227,-0.8602150537634409,1.0
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1993,120.0,86.0,74.0,15.0,0.0,0.0,56.0,0.0,239.0,110.0,-10.0,0.0,91.9,40.0,1436.2,0.0,25.3,10.2,GHCND:USC00380074,1.3036660729603256,0.6236559139784947,1.0,1.662570093046569,0.4838709677419356,0.13978494623655915
937,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,North America,33.27806,-81.72944,True,Freshwater,Temperate coastal rivers,Nearctic,Yes,No,No,Number of breeding females,Counts using marks,No,1994,30.0,117.0,91.0,16.0,0.0,0.0,44.0,0.0,258.0,77.0,-11.7,0.0,97.8,37.8,1484.7,0.0,25.1,10.8,GHCND:USC00380074,-0.3589040200862435,0.13978494623655915,1.0,-1.662570093046569,-0.4838709677419356,0.6236559139784947
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1976,8.0,131.0,92.0,28.0,2.4545454545454546,0.0,140.0,5.0,171.0,1.0,-16.1,124.63636363636364,169.9,32.2,1972.5,229.72727272727272,19.0,4.0,GHCND:USC00312102,0.22056438662814232,0.3333333333333333,1.0,-0.29408584883752303,-0.06666666666666665,0.39999999999999997
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1977,7.0,144.0,96.0,22.0,2.4545454545454546,5.0,117.0,12.0,181.0,9.0,-18.9,124.63636363636364,107.4,34.4,1878.2,229.72727272727272,19.1,5.0,GHCND:USC00312102,-0.07352146220938077,0.26666666666666666,1.0,-0.2940858488375231,-0.06666666666666665,0.3333333333333333
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1978,7.0,114.0,88.0,16.0,4.0,0.0,124.0,7.0,199.0,7.0,-16.7,112.0,58.4,33.9,1389.6,286.0,19.3,4.5,GHCND:USC00312102,-0.07352146220938077,0.26666666666666666,1.0,0.0,0.0,0.26666666666666666
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1979,5.0,149.0,105.0,34.0,3.0,0.0,125.0,4.0,176.0,1.0,-16.1,203.0,129.3,32.2,2314.0,394.0,18.8,5.1,GHCND:USC00312102,-0.6616931598844269,0.1333333333333333,1.0,-0.5881716976750462,-0.13333333333333336,0.26666666666666666
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1980,5.0,131.0,98.0,19.0,3.0,1.0,124.0,6.0,170.0,21.0,-18.3,102.0,87.4,36.1,1722.1,276.0,19.6,4.7,GHCND:USC00312102,-0.6616931598844269,0.1333333333333333,1.0,0.0,0.0,0.1333333333333333
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1981,4.0,123.0,82.0,15.0,2.4545454545454546,1.0,133.0,6.0,182.0,4.0,-17.8,124.63636363636364,84.8,32.8,1391.9,229.72727272727272,19.4,4.0,GHCND:USC00312102,-0.95577900872195,0.06666666666666665,1.0,-0.2940858488375231,-0.06666666666666665,0.1333333333333333
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1982,9.0,153.0,112.0,22.0,4.0,2.0,109.0,5.0,193.0,1.0,-21.1,279.0,96.0,32.2,1893.1,443.0,20.1,5.8,GHCND:USC00312102,0.5146502354656654,0.39999999999999997,1.0,1.4704292441876152,0.3333333333333333,0.06666666666666665
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1983,8.0,128.0,97.0,30.0,3.0,3.0,120.0,5.0,180.0,16.0,-20.0,104.0,165.9,36.1,2101.9,206.0,19.4,4.9,GHCND:USC00312102,0.22056438662814232,0.3333333333333333,1.0,-0.29408584883752303,-0.06666666666666665,0.39999999999999997
938,Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,North America,35.06583,-83.46110999999998,True,Freshwater,Temperate upland rivers,Nearctic,Yes,No,No,Number of observed individuals,Count,No,1984,8.0,135.0,96.0,19.0,1.0,0.0,119.0,1.0,182.0,1.0,-16.1,53.0,80.5,32.2,1766.3,53.0,19.8,5.0,GHCND:USC00312102,0.22056438662814232,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333
