attributes,datatype,date,station,value
,CDSD,1986-01-01T00:00:00,GHCND:USC00130923,375.1
0,CLDD,1986-01-01T00:00:00,GHCND:USC00130923,375.1
0,DP01,1986-01-01T00:00:00,GHCND:USC00130923,74.0
0,DP10,1986-01-01T00:00:00,GHCND:USC00130923,59.0
0,DP1X,1986-01-01T00:00:00,GHCND:USC00130923,7.0
,DSND,1986-01-01T00:00:00,GHCND:USC00130923,123.0
0,DSNW,1986-01-01T00:00:00,GHCND:USC00130923,7.0
0,DT00,1986-01-01T00:00:00,GHCND:USC00130923,21.0
0,DT32,1986-01-01T00:00:00,GHCND:USC00130923,149.0
0,DX32,1986-01-01T00:00:00,GHCND:USC00130923,74.0
0,DX70,1986-01-01T00:00:00,GHCND:USC00130923,141.0
0,DX90,1986-01-01T00:00:00,GHCND:USC00130923,11.0
 ,DYFG,1986-01-01T00:00:00,GHCND:USC00130923,65.0
 ,DYTS,1986-01-01T00:00:00,GHCND:USC00130923,22.0
"0,0107, ",EMNT,1986-01-01T00:00:00,GHCND:USC00130923,-28.9
" ,0,0107,+",EMSD,1986-01-01T00:00:00,GHCND:USC00130923,406.0
" ,0,1118, ",EMSN,1986-01-01T00:00:00,GHCND:USC00130923,152.0
" ,0,0706, ",EMXP,1986-01-01T00:00:00,GHCND:USC00130923,44.2
"0,0621, ",EMXT,1986-01-01T00:00:00,GHCND:USC00130923,35.0
"0,1006",FZF0,1986-01-01T00:00:00,GHCND:USC00130923,-2.2
"0,1006",FZF1,1986-01-01T00:00:00,GHCND:USC00130923,-2.2
"0,1102",FZF2,1986-01-01T00:00:00,GHCND:USC00130923,-7.2
"0,1102",FZF3,1986-01-01T00:00:00,GHCND:USC00130923,-7.2
"0,1111",FZF4,1986-01-01T00:00:00,GHCND:USC00130923,-22.8
"0,0422",FZF5,1986-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,0422",FZF6,1986-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,0422",FZF7,1986-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,0320",FZF8,1986-01-01T00:00:00,GHCND:USC00130923,-11.7
"0,0320",FZF9,1986-01-01T00:00:00,GHCND:USC00130923,-11.7
2,HDSD,1986-01-01T00:00:00,GHCND:USC00130923,4279.2
0,HTDD,1986-01-01T00:00:00,GHCND:USC00130923,4279.2
" ,0",PRCP,1986-01-01T00:00:00,GHCND:USC00130923,765.3
" ,0",SNOW,1986-01-01T00:00:00,GHCND:USC00130923,495.0
0,TAVG,1986-01-01T00:00:00,GHCND:USC00130923,8.5
0,TMAX,1986-01-01T00:00:00,GHCND:USC00130923,13.9
0,TMIN,1986-01-01T00:00:00,GHCND:USC00130923,3.0
,CDSD,1986-01-01T00:00:00,GHCND:USC00130923,375.1
0,CLDD,1986-01-01T00:00:00,GHCND:USC00130923,375.1
0,DP01,1986-01-01T00:00:00,GHCND:USC00130923,74.0
0,DP10,1986-01-01T00:00:00,GHCND:USC00130923,59.0
0,DP1X,1986-01-01T00:00:00,GHCND:USC00130923,7.0
,DSND,1986-01-01T00:00:00,GHCND:USC00130923,123.0
0,DSNW,1986-01-01T00:00:00,GHCND:USC00130923,7.0
0,DT00,1986-01-01T00:00:00,GHCND:USC00130923,21.0
0,DT32,1986-01-01T00:00:00,GHCND:USC00130923,149.0
0,DX32,1986-01-01T00:00:00,GHCND:USC00130923,74.0
0,DX70,1986-01-01T00:00:00,GHCND:USC00130923,141.0
0,DX90,1986-01-01T00:00:00,GHCND:USC00130923,11.0
 ,DYFG,1986-01-01T00:00:00,GHCND:USC00130923,65.0
 ,DYTS,1986-01-01T00:00:00,GHCND:USC00130923,22.0
"0,0107, ",EMNT,1986-01-01T00:00:00,GHCND:USC00130923,-28.9
" ,0,0107,+",EMSD,1986-01-01T00:00:00,GHCND:USC00130923,406.0
" ,0,1118, ",EMSN,1986-01-01T00:00:00,GHCND:USC00130923,152.0
" ,0,0706, ",EMXP,1986-01-01T00:00:00,GHCND:USC00130923,44.2
"0,0621, ",EMXT,1986-01-01T00:00:00,GHCND:USC00130923,35.0
"0,1006",FZF0,1986-01-01T00:00:00,GHCND:USC00130923,-2.2
"0,1006",FZF1,1986-01-01T00:00:00,GHCND:USC00130923,-2.2
"0,1102",FZF2,1986-01-01T00:00:00,GHCND:USC00130923,-7.2
"0,1102",FZF3,1986-01-01T00:00:00,GHCND:USC00130923,-7.2
"0,1111",FZF4,1986-01-01T00:00:00,GHCND:USC00130923,-22.8
"0,0422",FZF5,1986-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,0422",FZF6,1986-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,0422",FZF7,1986-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,0320",FZF8,1986-01-01T00:00:00,GHCND:USC00130923,-11.7
"0,0320",FZF9,1986-01-01T00:00:00,GHCND:USC00130923,-11.7
2,HDSD,1986-01-01T00:00:00,GHCND:USC00130923,4279.2
0,HTDD,1986-01-01T00:00:00,GHCND:USC00130923,4279.2
" ,0",PRCP,1986-01-01T00:00:00,GHCND:USC00130923,765.3
" ,0",SNOW,1986-01-01T00:00:00,GHCND:USC00130923,495.0
0,TAVG,1986-01-01T00:00:00,GHCND:USC00130923,8.5
0,TMAX,1986-01-01T00:00:00,GHCND:USC00130923,13.9
0,TMIN,1986-01-01T00:00:00,GHCND:USC00130923,3.0
 ,DYFG,1987-01-01T00:00:00,GHCND:USC00130923,5.0
 ,DYFG,1987-01-01T00:00:00,GHCND:USC00130923,5.0
,CDSD,1988-01-01T00:00:00,GHCND:USC00130923,540.7
0,CLDD,1988-01-01T00:00:00,GHCND:USC00130923,540.7
0,DP01,1988-01-01T00:00:00,GHCND:USC00130923,78.0
0,DP10,1988-01-01T00:00:00,GHCND:USC00130923,53.0
0,DP1X,1988-01-01T00:00:00,GHCND:USC00130923,6.0
,DSND,1988-01-01T00:00:00,GHCND:USC00130923,87.0
0,DT00,1988-01-01T00:00:00,GHCND:USC00130923,33.0
0,DT32,1988-01-01T00:00:00,GHCND:USC00130923,164.0
0,DX32,1988-01-01T00:00:00,GHCND:USC00130923,67.0
0,DX70,1988-01-01T00:00:00,GHCND:USC00130923,150.0
0,DX90,1988-01-01T00:00:00,GHCND:USC00130923,36.0
"0,0106, ",EMNT,1988-01-01T00:00:00,GHCND:USC00130923,-33.9
" ,0,0127,+",EMSD,1988-01-01T00:00:00,GHCND:USC00130923,305.0
" ,0,0822, ",EMXP,1988-01-01T00:00:00,GHCND:USC00130923,45.7
"0,0818,+",EMXT,1988-01-01T00:00:00,GHCND:USC00130923,38.3
"0,1004",FZF0,1988-01-01T00:00:00,GHCND:USC00130923,-1.7
"0,1005",FZF1,1988-01-01T00:00:00,GHCND:USC00130923,-3.3
"0,1024",FZF2,1988-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,1026",FZF3,1988-01-01T00:00:00,GHCND:USC00130923,-6.7
"0,1030",FZF4,1988-01-01T00:00:00,GHCND:USC00130923,-8.9
"0,0427",FZF5,1988-01-01T00:00:00,GHCND:USC00130923,0.0
"0,0419",FZF6,1988-01-01T00:00:00,GHCND:USC00130923,-5.6
"0,0419",FZF7,1988-01-01T00:00:00,GHCND:USC00130923,-5.6
"0,0315",FZF8,1988-01-01T00:00:00,GHCND:USC00130923,-10.6
"0,0315",FZF9,1988-01-01T00:00:00,GHCND:USC00130923,-10.6
" ,0",PRCP,1988-01-01T00:00:00,GHCND:USC00130923,619.2
0,TAVG,1988-01-01T00:00:00,GHCND:USC00130923,8.0
0,TMAX,1988-01-01T00:00:00,GHCND:USC00130923,14.3
0,TMIN,1988-01-01T00:00:00,GHCND:USC00130923,1.7
,CDSD,1988-01-01T00:00:00,GHCND:USC00130923,540.7
0,CLDD,1988-01-01T00:00:00,GHCND:USC00130923,540.7
0,DP01,1988-01-01T00:00:00,GHCND:USC00130923,78.0
0,DP10,1988-01-01T00:00:00,GHCND:USC00130923,53.0
0,DP1X,1988-01-01T00:00:00,GHCND:USC00130923,6.0
,DSND,1988-01-01T00:00:00,GHCND:USC00130923,87.0
0,DT00,1988-01-01T00:00:00,GHCND:USC00130923,33.0
0,DT32,1988-01-01T00:00:00,GHCND:USC00130923,164.0
0,DX32,1988-01-01T00:00:00,GHCND:USC00130923,67.0
0,DX70,1988-01-01T00:00:00,GHCND:USC00130923,150.0
0,DX90,1988-01-01T00:00:00,GHCND:USC00130923,36.0
"0,0106, ",EMNT,1988-01-01T00:00:00,GHCND:USC00130923,-33.9
" ,0,0127,+",EMSD,1988-01-01T00:00:00,GHCND:USC00130923,305.0
" ,0,0822, ",EMXP,1988-01-01T00:00:00,GHCND:USC00130923,45.7
"0,0818,+",EMXT,1988-01-01T00:00:00,GHCND:USC00130923,38.3
"0,1004",FZF0,1988-01-01T00:00:00,GHCND:USC00130923,-1.7
"0,1005",FZF1,1988-01-01T00:00:00,GHCND:USC00130923,-3.3
"0,1024",FZF2,1988-01-01T00:00:00,GHCND:USC00130923,-4.4
"0,1026",FZF3,1988-01-01T00:00:00,GHCND:USC00130923,-6.7
"0,1030",FZF4,1988-01-01T00:00:00,GHCND:USC00130923,-8.9
"0,0427",FZF5,1988-01-01T00:00:00,GHCND:USC00130923,0.0
"0,0419",FZF6,1988-01-01T00:00:00,GHCND:USC00130923,-5.6
"0,0419",FZF7,1988-01-01T00:00:00,GHCND:USC00130923,-5.6
"0,0315",FZF8,1988-01-01T00:00:00,GHCND:USC00130923,-10.6
"0,0315",FZF9,1988-01-01T00:00:00,GHCND:USC00130923,-10.6
" ,0",PRCP,1988-01-01T00:00:00,GHCND:USC00130923,619.2
0,TAVG,1988-01-01T00:00:00,GHCND:USC00130923,8.0
0,TMAX,1988-01-01T00:00:00,GHCND:USC00130923,14.3
0,TMIN,1988-01-01T00:00:00,GHCND:USC00130923,1.7
,CDSD,1989-01-01T00:00:00,GHCND:USC00130923,380.2
0,CLDD,1989-01-01T00:00:00,GHCND:USC00130923,380.2
0,DP01,1989-01-01T00:00:00,GHCND:USC00130923,92.0
0,DP10,1989-01-01T00:00:00,GHCND:USC00130923,44.0
0,DP1X,1989-01-01T00:00:00,GHCND:USC00130923,4.0
,DSND,1989-01-01T00:00:00,GHCND:USC00130923,55.0
0,DSNW,1989-01-01T00:00:00,GHCND:USC00130923,9.0
0,DT00,1989-01-01T00:00:00,GHCND:USC00130923,34.0
0,DT32,1989-01-01T00:00:00,GHCND:USC00130923,166.0
0,DX32,1989-01-01T00:00:00,GHCND:USC00130923,73.0
0,DX70,1989-01-01T00:00:00,GHCND:USC00130923,152.0
0,DX90,1989-01-01T00:00:00,GHCND:USC00130923,14.0
 ,DYFG,1989-01-01T00:00:00,GHCND:USC00130923,7.0
"0,1222,+",EMNT,1989-01-01T00:00:00,GHCND:USC00130923,-31.1
" ,0,0305,+",EMSD,1989-01-01T00:00:00,GHCND:USC00130923,178.0
" ,0,0303, ",EMSN,1989-01-01T00:00:00,GHCND:USC00130923,76.0
" ,0,0823, ",EMXP,1989-01-01T00:00:00,GHCND:USC00130923,43.9
"0,0711,+",EMXT,1989-01-01T00:00:00,GHCND:USC00130923,35.6
"0,0923",FZF0,1989-01-01T00:00:00,GHCND:USC00130923,-1.7
"0,1003",FZF1,1989-01-01T00:00:00,GHCND:USC00130923,-2.8
"0,1018",FZF2,1989-01-01T00:00:00,GHCND:USC00130923,-5.6
"0,1019",FZF3,1989-01-01T00:00:00,GHCND:USC00130923,-6.7
"0,1116",FZF4,1989-01-01T00:00:00,GHCND:USC00130923,-14.4
"0,0507",FZF5,1989-01-01T00:00:00,GHCND:USC00130923,-0.6
"0,0506",FZF6,1989-01-01T00:00:00,GHCND:USC00130923,-3.3
"0,0412",FZF7,1989-01-01T00:00:00,GHCND:USC00130923,-5.6
"0,0410",FZF8,1989-01-01T00:00:00,GHCND:USC00130923,-7.8
"0,0409",FZF9,1989-01-01T00:00:00,GHCND:USC00130923,-8.9
8,HDSD,1989-01-01T00:00:00,GHCND:USC00130923,4214.8
0,HTDD,1989-01-01T00:00:00,GHCND:USC00130923,4214.8
" ,0",PRCP,1989-01-01T00:00:00,GHCND:USC00130923,495.1
" ,0",SNOW,1989-01-01T00:00:00,GHCND:USC00130923,627.0
0,TAVG,1989-01-01T00:00:00,GHCND:USC00130923,7.3
0,TMAX,1989-01-01T00:00:00,GHCND:USC00130923,13.3
0,TMIN,1989-01-01T00:00:00,GHCND:USC00130923,1.3
,CDSD,1995-01-01T00:00:00,GHCND:USC00393452,519.7
0,CLDD,1995-01-01T00:00:00,GHCND:USC00393452,519.7
0,DT00,1995-01-01T00:00:00,GHCND:USC00393452,14.0
0,DT32,1995-01-01T00:00:00,GHCND:USC00393452,161.0
0,DX32,1995-01-01T00:00:00,GHCND:USC00393452,58.0
0,DX70,1995-01-01T00:00:00,GHCND:USC00393452,134.0
0,DX90,1995-01-01T00:00:00,GHCND:USC00393452,39.0
 ,DYFG,1995-01-01T00:00:00,GHCND:USC00393452,10.0
 ,DYTS,1995-01-01T00:00:00,GHCND:USC00393452,4.0
"0,0308, ",EMNT,1995-01-01T00:00:00,GHCND:USC00393452,-23.3
"0,0712, ",EMXT,1995-01-01T00:00:00,GHCND:USC00393452,42.2
"0,0921",FZF0,1995-01-01T00:00:00,GHCND:USC00393452,-1.1
"0,0922",FZF1,1995-01-01T00:00:00,GHCND:USC00393452,-5.0
"0,0922",FZF2,1995-01-01T00:00:00,GHCND:USC00393452,-5.0
"0,1025",FZF3,1995-01-01T00:00:00,GHCND:USC00393452,-8.3
"0,1102",FZF4,1995-01-01T00:00:00,GHCND:USC00393452,-11.7
"0,0428",FZF5,1995-01-01T00:00:00,GHCND:USC00393452,-2.8
"0,0428",FZF6,1995-01-01T00:00:00,GHCND:USC00393452,-2.8
"0,0420",FZF7,1995-01-01T00:00:00,GHCND:USC00393452,-4.4
"0,0404",FZF8,1995-01-01T00:00:00,GHCND:USC00393452,-7.2
"0,0331",FZF9,1995-01-01T00:00:00,GHCND:USC00393452,-11.7
6,HDSD,1995-01-01T00:00:00,GHCND:USC00393452,3633.6
0,HTDD,1995-01-01T00:00:00,GHCND:USC00393452,3633.6
0,TAVG,1995-01-01T00:00:00,GHCND:USC00393452,8.8
0,TMAX,1995-01-01T00:00:00,GHCND:USC00393452,15.4
0,TMIN,1995-01-01T00:00:00,GHCND:USC00393452,2.1
,CDSD,1996-01-01T00:00:00,GHCND:USC00393452,297.5
0,CLDD,1996-01-01T00:00:00,GHCND:USC00393452,297.5
0,DT00,1996-01-01T00:00:00,GHCND:USC00393452,34.0
0,DT32,1996-01-01T00:00:00,GHCND:USC00393452,171.0
0,DX32,1996-01-01T00:00:00,GHCND:USC00393452,80.0
0,DX70,1996-01-01T00:00:00,GHCND:USC00393452,123.0
0,DX90,1996-01-01T00:00:00,GHCND:USC00393452,13.0
 ,DYFG,1996-01-01T00:00:00,GHCND:USC00393452,11.0
 ,DYTS,1996-01-01T00:00:00,GHCND:USC00393452,4.0
"0,1226, ",EMNT,1996-01-01T00:00:00,GHCND:USC00393452,-31.1
"0,0718, ",EMXT,1996-01-01T00:00:00,GHCND:USC00393452,35.0
"0,0928",FZF0,1996-01-01T00:00:00,GHCND:USC00393452,0.0
"0,1018",FZF1,1996-01-01T00:00:00,GHCND:USC00393452,-3.9
"0,1022",FZF2,1996-01-01T00:00:00,GHCND:USC00393452,-5.6
"0,1030",FZF3,1996-01-01T00:00:00,GHCND:USC00393452,-7.8
"0,1117",FZF4,1996-01-01T00:00:00,GHCND:USC00393452,-12.2
"0,0430",FZF5,1996-01-01T00:00:00,GHCND:USC00393452,-1.1
"0,0426",FZF6,1996-01-01T00:00:00,GHCND:USC00393452,-3.3
"0,0413",FZF7,1996-01-01T00:00:00,GHCND:USC00393452,-6.1
"0,0405",FZF8,1996-01-01T00:00:00,GHCND:USC00393452,-9.4
"0,0405",FZF9,1996-01-01T00:00:00,GHCND:USC00393452,-9.4
8,HDSD,1996-01-01T00:00:00,GHCND:USC00393452,4133.8
0,HTDD,1996-01-01T00:00:00,GHCND:USC00393452,4133.8
0,TAVG,1996-01-01T00:00:00,GHCND:USC00393452,6.2
0,TMAX,1996-01-01T00:00:00,GHCND:USC00393452,12.3
0,TMIN,1996-01-01T00:00:00,GHCND:USC00393452,0.1
,CDSD,1986-01-01T00:00:00,GHCND:USC00255040,375.4
0,CLDD,1986-01-01T00:00:00,GHCND:USC00255040,375.4
,DSND,1986-01-01T00:00:00,GHCND:USC00255040,34.0
0,DSNW,1986-01-01T00:00:00,GHCND:USC00255040,13.0
0,DT00,1986-01-01T00:00:00,GHCND:USC00255040,19.0
0,DT32,1986-01-01T00:00:00,GHCND:USC00255040,169.0
0,DX32,1986-01-01T00:00:00,GHCND:USC00255040,39.0
0,DX70,1986-01-01T00:00:00,GHCND:USC00255040,147.0
0,DX90,1986-01-01T00:00:00,GHCND:USC00255040,22.0
 ,DYFG,1986-01-01T00:00:00,GHCND:USC00255040,53.0
 ,DYTS,1986-01-01T00:00:00,GHCND:USC00255040,30.0
"0,0212, ",EMNT,1986-01-01T00:00:00,GHCND:USC00255040,-26.7
" ,0,0122, ",EMSD,1986-01-01T00:00:00,GHCND:USC00255040,102.0
" ,0,0122, ",EMSN,1986-01-01T00:00:00,GHCND:USC00255040,102.0
"0,0718, ",EMXT,1986-01-01T00:00:00,GHCND:USC00255040,37.8
"0,1006",FZF0,1986-01-01T00:00:00,GHCND:USC00255040,-0.6
"0,1013",FZF1,1986-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,1013",FZF2,1986-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,1013",FZF3,1986-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,1109",FZF4,1986-01-01T00:00:00,GHCND:USC00255040,-9.4
"0,0519",FZF5,1986-01-01T00:00:00,GHCND:USC00255040,0.0
"0,0422",FZF6,1986-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,0415",FZF7,1986-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,0415",FZF8,1986-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,0321",FZF9,1986-01-01T00:00:00,GHCND:USC00255040,-13.9
6,HDSD,1986-01-01T00:00:00,GHCND:USC00255040,4242.6
0,HTDD,1986-01-01T00:00:00,GHCND:USC00255040,4242.6
" ,0",SNOW,1986-01-01T00:00:00,GHCND:USC00255040,659.0
0,TAVG,1986-01-01T00:00:00,GHCND:USC00255040,8.8
0,TMAX,1986-01-01T00:00:00,GHCND:USC00255040,16.1
0,TMIN,1986-01-01T00:00:00,GHCND:USC00255040,1.5
,CDSD,1987-01-01T00:00:00,GHCND:USC00255040,459.8
0,CLDD,1987-01-01T00:00:00,GHCND:USC00255040,459.8
0,DP01,1987-01-01T00:00:00,GHCND:USC00255040,75.0
0,DP10,1987-01-01T00:00:00,GHCND:USC00255040,40.0
0,DP1X,1987-01-01T00:00:00,GHCND:USC00255040,7.0
0,DSNW,1987-01-01T00:00:00,GHCND:USC00255040,14.0
0,DT00,1987-01-01T00:00:00,GHCND:USC00255040,7.0
0,DT32,1987-01-01T00:00:00,GHCND:USC00255040,174.0
0,DX32,1987-01-01T00:00:00,GHCND:USC00255040,30.0
0,DX70,1987-01-01T00:00:00,GHCND:USC00255040,159.0
0,DX90,1987-01-01T00:00:00,GHCND:USC00255040,41.0
 ,DYFG,1987-01-01T00:00:00,GHCND:USC00255040,44.0
 ,DYTS,1987-01-01T00:00:00,GHCND:USC00255040,16.0
"0,1227,+",EMNT,1987-01-01T00:00:00,GHCND:USC00255040,-21.7
" ,0,0324, ",EMSN,1987-01-01T00:00:00,GHCND:USC00255040,152.0
" ,0,0317, ",EMXP,1987-01-01T00:00:00,GHCND:USC00255040,55.1
"0,0801,+",EMXT,1987-01-01T00:00:00,GHCND:USC00255040,39.4
"0,1003",FZF0,1987-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,1003",FZF1,1987-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,1008",FZF2,1987-01-01T00:00:00,GHCND:USC00255040,-4.4
"0,1011",FZF3,1987-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,1021",FZF4,1987-01-01T00:00:00,GHCND:USC00255040,-12.2
"0,0424",FZF5,1987-01-01T00:00:00,GHCND:USC00255040,0.0
"0,0412",FZF6,1987-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,0408",FZF7,1987-01-01T00:00:00,GHCND:USC00255040,-4.4
"0,0403",FZF8,1987-01-01T00:00:00,GHCND:USC00255040,-6.7
"0,0331",FZF9,1987-01-01T00:00:00,GHCND:USC00255040,-12.2
6,HDSD,1987-01-01T00:00:00,GHCND:USC00255040,3629.6
0,HTDD,1987-01-01T00:00:00,GHCND:USC00255040,3629.6
" ,0",PRCP,1987-01-01T00:00:00,GHCND:USC00255040,541.8
" ,0",SNOW,1987-01-01T00:00:00,GHCND:USC00255040,672.0
0,TAVG,1987-01-01T00:00:00,GHCND:USC00255040,9.6
0,TMAX,1987-01-01T00:00:00,GHCND:USC00255040,17.4
0,TMIN,1987-01-01T00:00:00,GHCND:USC00255040,1.7
,CDSD,1987-01-01T00:00:00,GHCND:USC00255040,459.8
0,CLDD,1987-01-01T00:00:00,GHCND:USC00255040,459.8
0,DP01,1987-01-01T00:00:00,GHCND:USC00255040,75.0
0,DP10,1987-01-01T00:00:00,GHCND:USC00255040,40.0
0,DP1X,1987-01-01T00:00:00,GHCND:USC00255040,7.0
0,DSNW,1987-01-01T00:00:00,GHCND:USC00255040,14.0
0,DT00,1987-01-01T00:00:00,GHCND:USC00255040,7.0
0,DT32,1987-01-01T00:00:00,GHCND:USC00255040,174.0
0,DX32,1987-01-01T00:00:00,GHCND:USC00255040,30.0
0,DX70,1987-01-01T00:00:00,GHCND:USC00255040,159.0
0,DX90,1987-01-01T00:00:00,GHCND:USC00255040,41.0
 ,DYFG,1987-01-01T00:00:00,GHCND:USC00255040,44.0
 ,DYTS,1987-01-01T00:00:00,GHCND:USC00255040,16.0
"0,1227,+",EMNT,1987-01-01T00:00:00,GHCND:USC00255040,-21.7
" ,0,0324, ",EMSN,1987-01-01T00:00:00,GHCND:USC00255040,152.0
" ,0,0317, ",EMXP,1987-01-01T00:00:00,GHCND:USC00255040,55.1
"0,0801,+",EMXT,1987-01-01T00:00:00,GHCND:USC00255040,39.4
"0,1003",FZF0,1987-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,1003",FZF1,1987-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,1008",FZF2,1987-01-01T00:00:00,GHCND:USC00255040,-4.4
"0,1011",FZF3,1987-01-01T00:00:00,GHCND:USC00255040,-8.3
"0,1021",FZF4,1987-01-01T00:00:00,GHCND:USC00255040,-12.2
"0,0424",FZF5,1987-01-01T00:00:00,GHCND:USC00255040,0.0
"0,0412",FZF6,1987-01-01T00:00:00,GHCND:USC00255040,-3.9
"0,0408",FZF7,1987-01-01T00:00:00,GHCND:USC00255040,-4.4
"0,0403",FZF8,1987-01-01T00:00:00,GHCND:USC00255040,-6.7
"0,0331",FZF9,1987-01-01T00:00:00,GHCND:USC00255040,-12.2
6,HDSD,1987-01-01T00:00:00,GHCND:USC00255040,3629.6
0,HTDD,1987-01-01T00:00:00,GHCND:USC00255040,3629.6
" ,0",PRCP,1987-01-01T00:00:00,GHCND:USC00255040,541.8
" ,0",SNOW,1987-01-01T00:00:00,GHCND:USC00255040,672.0
0,TAVG,1987-01-01T00:00:00,GHCND:USC00255040,9.6
0,TMAX,1987-01-01T00:00:00,GHCND:USC00255040,17.4
0,TMIN,1987-01-01T00:00:00,GHCND:USC00255040,1.7
,CDSD,1988-01-01T00:00:00,GHCND:USC00255040,534.0
0,CLDD,1988-01-01T00:00:00,GHCND:USC00255040,534.0
0,DT00,1988-01-01T00:00:00,GHCND:USC00255040,34.0
0,DT32,1988-01-01T00:00:00,GHCND:USC00255040,187.0
0,DX32,1988-01-01T00:00:00,GHCND:USC00255040,44.0
0,DX70,1988-01-01T00:00:00,GHCND:USC00255040,159.0
0,DX90,1988-01-01T00:00:00,GHCND:USC00255040,48.0
 ,DYFG,1988-01-01T00:00:00,GHCND:USC00255040,17.0
 ,DYTS,1988-01-01T00:00:00,GHCND:USC00255040,12.0
"0,0212, ",EMNT,1988-01-01T00:00:00,GHCND:USC00255040,-37.2
"0,0622, ",EMXT,1988-01-01T00:00:00,GHCND:USC00255040,42.2
"0,1004",FZF0,1988-01-01T00:00:00,GHCND:USC00255040,-3.3
"0,1004",FZF1,1988-01-01T00:00:00,GHCND:USC00255040,-3.3
"0,1005",FZF2,1988-01-01T00:00:00,GHCND:USC00255040,-5.0
"0,1024",FZF3,1988-01-01T00:00:00,GHCND:USC00255040,-7.2
"0,1028",FZF4,1988-01-01T00:00:00,GHCND:USC00255040,-10.6
"0,0505",FZF5,1988-01-01T00:00:00,GHCND:USC00255040,0.0
"0,0429",FZF6,1988-01-01T00:00:00,GHCND:USC00255040,-3.3
"0,0427",FZF7,1988-01-01T00:00:00,GHCND:USC00255040,-4.4
"0,0420",FZF8,1988-01-01T00:00:00,GHCND:USC00255040,-7.8
"0,0419",FZF9,1988-01-01T00:00:00,GHCND:USC00255040,-10.0
1,HDSD,1988-01-01T00:00:00,GHCND:USC00255040,4284.1
0,HTDD,1988-01-01T00:00:00,GHCND:USC00255040,4284.1
0,TAVG,1988-01-01T00:00:00,GHCND:USC00255040,8.1
0,TMAX,1988-01-01T00:00:00,GHCND:USC00255040,16.6
0,TMIN,1988-01-01T00:00:00,GHCND:USC00255040,-0.4
,CDSD,1988-01-01T00:00:00,GHCND:USC00255040,534.0
0,CLDD,1988-01-01T00:00:00,GHCND:USC00255040,534.0
0,DT00,1988-01-01T00:00:00,GHCND:USC00255040,34.0
0,DT32,1988-01-01T00:00:00,GHCND:USC00255040,187.0
0,DX32,1988-01-01T00:00:00,GHCND:USC00255040,44.0
0,DX70,1988-01-01T00:00:00,GHCND:USC00255040,159.0
0,DX90,1988-01-01T00:00:00,GHCND:USC00255040,48.0
 ,DYFG,1988-01-01T00:00:00,GHCND:USC00255040,17.0
 ,DYTS,1988-01-01T00:00:00,GHCND:USC00255040,12.0
"0,0212, ",EMNT,1988-01-01T00:00:00,GHCND:USC00255040,-37.2
"0,0622, ",EMXT,1988-01-01T00:00:00,GHCND:USC00255040,42.2
"0,1004",FZF0,1988-01-01T00:00:00,GHCND:USC00255040,-3.3
"0,1004",FZF1,1988-01-01T00:00:00,GHCND:USC00255040,-3.3
"0,1005",FZF2,1988-01-01T00:00:00,GHCND:USC00255040,-5.0
"0,1024",FZF3,1988-01-01T00:00:00,GHCND:USC00255040,-7.2
"0,1028",FZF4,1988-01-01T00:00:00,GHCND:USC00255040,-10.6
"0,0505",FZF5,1988-01-01T00:00:00,GHCND:USC00255040,0.0
"0,0429",FZF6,1988-01-01T00:00:00,GHCND:USC00255040,-3.3
"0,0427",FZF7,1988-01-01T00:00:00,GHCND:USC00255040,-4.4
"0,0420",FZF8,1988-01-01T00:00:00,GHCND:USC00255040,-7.8
"0,0419",FZF9,1988-01-01T00:00:00,GHCND:USC00255040,-10.0
1,HDSD,1988-01-01T00:00:00,GHCND:USC00255040,4284.1
0,HTDD,1988-01-01T00:00:00,GHCND:USC00255040,4284.1
0,TAVG,1988-01-01T00:00:00,GHCND:USC00255040,8.1
0,TMAX,1988-01-01T00:00:00,GHCND:USC00255040,16.6
0,TMIN,1988-01-01T00:00:00,GHCND:USC00255040,-0.4
,CDSD,1989-01-01T00:00:00,GHCND:USC00255040,471.9
0,CLDD,1989-01-01T00:00:00,GHCND:USC00255040,471.9
0,DP01,1989-01-01T00:00:00,GHCND:USC00255040,72.0
0,DP10,1989-01-01T00:00:00,GHCND:USC00255040,32.0
